web-scraper-order,web-scraper-start-url,huizen,prijzen,adres,vierkante_meter,energielabel,prijs per m2,Wijk code,regio,PrijsRange
1709562487-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Oudezijds Kolk 13 O,695000.0,1012 AL Amsterdam,135.0,,5148.148148148148,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),€500k - €750k
1709562487-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Lorreinenstraat 1 1-2-3,1250000.0,1055 CX Amsterdam,225.0,,5555.555555555556,1055,Amsterdam-West,"€1,25M - €1,5M"
1709562487-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Amstel 274,3750000.0,1017 AM Amsterdam,323.0,,11609.907120743033,1017,Amsterdam-Zuid-Oost,"> €1,5M"
1709562487-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Elandsgracht 80,1150000.0,1016 TZ Amsterdam,163.0,,7055.21472392638,1016,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709562487-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Hemonystraat 18 2,695000.0,1074 BP Amsterdam,84.0,D,8273.809523809523,1074,Amsterdam-Zuid,€500k - €750k
1709562487-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Jozef Israëlskade 89 1,450000.0,1073 RB Amsterdam,54.0,D,8333.333333333334,1073,Amsterdam-Zuid,€250k - €500k
1709562487-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Nieuwezijds Voorburgwal 288 H A,1450000.0,1012 RT Amsterdam,269.0,,5390.334572490707,1012,Amsterdam-Centrum: Binnenstad (en delen van West en Westpoort),"€1,25M - €1,5M"
1709562487-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Herengracht 5 H,1095000.0,1015 BA Amsterdam,130.0,,8423.076923076924,1015,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709562487-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Van Breestraat 165 H,2450000.0,1071 ZM Amsterdam,197.0,D,12436.548223350253,1071,Amsterdam-Zuid,"> €1,5M"
1709562487-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Banstraat 14 2,1080000.0,1071 JZ Amsterdam,112.0,E,9642.857142857143,1071,Amsterdam-Zuid,"€1M - €1,25M"
1709562487-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=43,Kanaalstraat 134 E,595000.0,1054 XN Amsterdam,55.0,A,10818.181818181818,1054,Amsterdam-West,€500k - €750k
1709562992-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 149),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 89),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 143),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 95),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 164),,1101 DA Amsterdam,118.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 119),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 125),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 110),,1101 DA Amsterdam,93.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 136),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 79),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 55),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 12),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 112),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 148),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709562992-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=44,SPOT Amsterdam | Toren A1 (Bouwnr. 39),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 55),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 12),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 112),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 148),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 39),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 102),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 27),,1101 DA Amsterdam,89.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 19),,1101 DA Amsterdam,89.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 96),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 130),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 123),,1101 DA Amsterdam,80.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 94),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 120),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 151),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625268-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=45,SPOT Amsterdam | Toren A1 (Bouwnr. 87),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 60),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 108),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 127),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 48),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 76),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 132),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 115),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 129),,1101 DA Amsterdam,80.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 139),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 90),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 156),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 100),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 114),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 64),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709625289-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=46,SPOT Amsterdam | Toren A1 (Bouwnr. 75),,1101 DA Amsterdam,89.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 144),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 16),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 150),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 32),,1101 DA Amsterdam,79.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 118),,1101 DA Amsterdam,71.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 71),,1101 DA Amsterdam,72.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,SPOT Amsterdam | Toren A1 (Bouwnr. 28),,1101 DA Amsterdam,81.0,,,1101,Amsterdam-Zuid-Oost,
1709625312-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Park Pi (Bouwnr. P2-13),,1032 HZ Amsterdam,85.0,,,1032,Amsterdam-Noord,
1709625312-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Park Ph (Bouwnr. P2-12),,1032 HZ Amsterdam,95.0,,,1032,Amsterdam-Noord,
1709625312-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Laan Ll (Bouwnr. L9-50),,1032 HZ Amsterdam,82.0,,,1032,Amsterdam-Noord,
1709625312-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Laan Lk (Bouwnr. L9-49),,1032 HZ Amsterdam,78.0,,,1032,Amsterdam-Noord,
1709625312-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Laan La (Bouwnr. L6-29),,1032 HZ Amsterdam,72.0,,,1032,Amsterdam-Noord,
1709625312-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Laan Ld (Bouwnr. L5-25),,1032 HZ Amsterdam,71.0,,,1032,Amsterdam-Noord,
1709625312-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Park Pl (Bouwnr. P2-18),,1032 HZ Amsterdam,84.0,,,1032,Amsterdam-Noord,
1709625312-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=47,Up North Park Pj (Bouwnr. P3-26),,1032 HZ Amsterdam,77.0,,,1032,Amsterdam-Noord,
1709625348-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Up North Park appartement met dakterras Pu (Bouwnr. P4-33),,1032 HZ Amsterdam,75.0,,,1032,Amsterdam-Noord,
1709625348-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Up North Laan Ll (Bouwnr. L7-40),,1032 HZ Amsterdam,82.0,,,1032,Amsterdam-Noord,
1709625348-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,James Wattstraat 68 -1,485000.0,1097 DM Amsterdam,74.0,D,6554.054054054054,1097,Amsterdam-Oost,€250k - €500k
1709625348-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Zuid-Hollandstraat 60 1,525000.0,1082 EL Amsterdam,76.0,F,6907.894736842105,1082,Amsterdam-Zuid,€500k - €750k
1709625348-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Aalsmeerweg 123 h,495000.0,1059 AH Amsterdam,60.0,D,8250.0,1059,Amsterdam-West,€250k - €500k
1709625348-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Entrepotdok 202,1499000.0,1018 AD Amsterdam,153.0,A,9797.385620915033,1018,Amsterdam-Zuid-Oost,"€1,25M - €1,5M"
1709625348-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Orteliuskade 28 H,450000.0,1057 AD Amsterdam,64.0,D,7031.25,1057,Amsterdam-West,€250k - €500k
1709625348-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Wilhelminastraat 2 H,695000.0,1054 WH Amsterdam,80.0,B,8687.5,1054,Amsterdam-West,€500k - €750k
1709625348-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Stuyvesantstraat 19 3,825000.0,1058 AJ Amsterdam,99.0,D,8333.333333333334,1058,Amsterdam-West,€750k - €1M
1709625348-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Funenpark 613,770000.0,1018 AK Amsterdam,95.0,A,8105.263157894737,1018,Amsterdam-Zuid-Oost,€750k - €1M
1709625348-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Brachthuijzerstraat 7 2,1545000.0,1075 EN Amsterdam,147.0,C,10510.204081632653,1075,Amsterdam-Zuid,"> €1,5M"
1709625348-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Vondelstraat 170 1,925000.0,1054 GV Amsterdam,89.0,C,10393.258426966293,1054,Amsterdam-West,€750k - €1M
1709625348-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Grubbehoeve 42,450000.0,1103 GH Amsterdam,140.0,A,3214.285714285714,1103,Amsterdam-Zuid-Oost,€250k - €500k
1709625348-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Prins Hendriklaan 38 C,1295000.0,1075 BD Amsterdam,103.0,B,12572.815533980582,1075,Amsterdam-Zuid,"€1,25M - €1,5M"
1709625348-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=48,Amstelveenseweg 1150 A,795000.0,1081 JW Amsterdam,105.0,B,7571.428571428572,1081,Amsterdam-Zuid,€750k - €1M
1709625371-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Da Costakade 22 A,780000.0,1052 SJ Amsterdam,102.0,B,7647.058823529412,1052,Amsterdam-West,€750k - €1M
1709625371-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Oostelijke Handelskade 855 +PP,825000.0,1019 BW Amsterdam,92.0,A,8967.391304347826,1019,Oostelijk Havengebied (Amsterdam-Oost),€750k - €1M
1709625371-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Valeriusstraat 103,3500000.0,1075 EP Amsterdam,285.0,,12280.701754385966,1075,Amsterdam-Zuid,"> €1,5M"
1709625371-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Andries Snoekstraat 97,475000.0,1065 TC Amsterdam,76.0,,6250.0,1065,Amsterdam Nieuw-West,€250k - €500k
1709625371-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Hekla 46,395000.0,1060 NB Amsterdam,85.0,A,4647.058823529412,1060,Amsterdam Nieuw-West,€250k - €500k
1709625371-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Pieter Cornelisz. Hooftstraat 180,2750000.0,1071 CH Amsterdam,183.0,B,15027.322404371585,1071,Amsterdam-Zuid,"> €1,5M"
1709625371-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Apollolaan 189 hs,4300000.0,1077 AV Amsterdam,328.0,B,13109.756097560976,1077,Amsterdam-Zuid,"> €1,5M"
1709625371-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Prinsengracht 12 1,1190000.0,1015 DV Amsterdam,97.0,,12268.041237113403,1015,Amsterdam-Zuid-Oost,"€1M - €1,25M"
1709625371-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Cornelis van Vollenhovenstraat 24,365000.0,1063 KS Amsterdam,82.0,D,4451.219512195122,1063,Amsterdam Nieuw-West,€250k - €500k
1709625371-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Johannes Meewisstraat 42 H,575000.0,1063 CH Amsterdam,91.0,,6318.681318681319,1063,Amsterdam Nieuw-West,€500k - €750k
1709625371-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Zandpad-Driemond 26,995000.0,1109 AG Amsterdam,257.0,,3871.5953307392997,1109,Amsterdam-Zuid-Oost,€750k - €1M
1709625371-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Stadhouderskade 117 D,500000.0,1073 AZ Amsterdam,57.0,B,8771.929824561403,1073,Amsterdam-Zuid,€500k - €750k
1709625371-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Heathrowstraat 252,,1043 CH Amsterdam,90.0,A++,,1043,Amsterdam Westpoort,
1709625371-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Heathrowstraat 228,,1043 CH Amsterdam,95.0,A++,,1043,Amsterdam Westpoort,
1709625371-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=49,Heathrowstraat 234,,1043 CH Amsterdam,90.0,A++,,1043,Amsterdam Westpoort,
1709559496-1,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Da Costastraat 121 H,795000.0,1053 ZK Amsterdam,88.0,E,9034.09090909091,1053,Amsterdam-West,€750k - €1M
1709559496-2,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Gerrit van der Veenstraat 120 2,1475000.0,1077 ER Amsterdam,206.0,E,7160.194174757282,1077,Amsterdam-Zuid,"€1,25M - €1,5M"
1709559496-4,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Egelantiersgracht 600,600000.0,1015 RS Amsterdam,69.0,C,8695.652173913044,1015,Amsterdam-Zuid-Oost,€500k - €750k
1709559496-5,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Slauerhoffstraat 70 1,375000.0,1064 TJ Amsterdam,71.0,D,5281.69014084507,1064,Amsterdam Nieuw-West,€250k - €500k
1709559496-6,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Grote Diestraat 20,750000.0,1023 ZE Amsterdam,120.0,,6250.0,1023,Amsterdam-Noord,€750k - €1M
1709559496-8,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Valkenisseweg 113,385000.0,1069 BX Amsterdam,85.0,B,4529.411764705882,1069,Amsterdam Nieuw-West,€250k - €500k
1709559496-9,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Derde Hugo de Grootstraat 20 III+IV,719000.0,1052 LM Amsterdam,79.0,A,9101.26582278481,1052,Amsterdam-West,€500k - €750k
1709559496-10,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Sarphatistraat 474 1,525000.0,1018 GW Amsterdam,62.0,C,8467.741935483871,1018,Amsterdam-Zuid-Oost,€500k - €750k
1709559496-12,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Aalsmeerweg 92 2,465000.0,1059 AN Amsterdam,61.0,D,7622.950819672131,1059,Amsterdam-West,€250k - €500k
1709559496-13,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Osdorperweg 57,590000.0,1066 EJ Amsterdam,126.0,,4682.539682539683,1066,Amsterdam Nieuw-West,€500k - €750k
1709559496-14,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Slijterstraat 3 hs+I,1275000.0,1019 VN Amsterdam,149.0,A,8557.046979865772,1019,Oostelijk Havengebied (Amsterdam-Oost),"€1,25M - €1,5M"
1709559496-15,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Sint Willibrordusstraat 75 1,385000.0,1073 VA Amsterdam,43.0,C,8953.488372093023,1073,Amsterdam-Zuid,€250k - €500k
1709559496-16,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Sneeuwbalstraat 64,350000.0,1032 HB Amsterdam,55.0,C,6363.636363636364,1032,Amsterdam-Noord,€250k - €500k
1709559496-17,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Amstelkade 21 HS,800000.0,1078 AC Amsterdam,82.0,C,9756.09756097561,1078,Amsterdam-Zuid,€750k - €1M
1709559496-18,https://www.funda.nl/zoeken/koop?selected_area=%5B%22amsterdam%22%5D&search_result=5,Valeriusstraat 37 -II,1375000.0,1071 MC Amsterdam,131.0,E,10496.18320610687,1071,Amsterdam-Zuid,"€1,25M - €1,5M"
